timestamp,Vroll,Vpitch,Vyaw,Proll,Ppitch,Pyaw,Pthrottle,x,y,z,Dx,Dy,Dz,Mroll,Mpitch,Myaw,Mode,Croll,Cpitch,Cyaw,Cthrottle
1456415255.893959,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415255.903952,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415255.913977,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415255.923972,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415255.934163,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415255.944113,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415255.954062,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415255.964083,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415255.974278,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415255.984073,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415255.994161,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.004066,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.014192,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.024055,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.034199,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.04416,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.054631,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.064184,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.074137,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.084131,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.094156,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.104199,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.114167,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.124352,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.134136,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.144187,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.154267,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.164145,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.174143,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.18477,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.194137,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.204184,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.214158,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.224162,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.234206,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.244195,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.254189,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.264187,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.274182,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.28425,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.294188,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.304188,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.315626,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.32423,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.33444,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.344282,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.3544,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.364359,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.374363,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.384375,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.394402,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.40438,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.414444,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.424369,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.434376,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.444366,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.454405,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.464373,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.474387,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.484383,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.494407,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.504428,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.514417,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.524422,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.535303,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.544554,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.55463,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.564713,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.574553,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.584645,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.594693,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.604681,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.614624,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.624608,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.634645,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.645687,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.654887,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.66499,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.674888,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.684946,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.694924,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.704907,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.714922,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.72592,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.734992,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.744994,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.754993,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.764962,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.775012,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.785044,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.794963,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.804966,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.814975,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.825005,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.834993,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.844993,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.856004,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.865884,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.875833,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.885873,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.89607,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.905847,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.915849,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.92585,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.93699,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.947022,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.956997,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.96725,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.977011,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.987049,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415256.997048,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.007053,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.017114,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.027082,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.037048,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.047075,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.057025,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.067057,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.077064,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.087171,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.097123,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.107122,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.11707,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.127086,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
1456415257.137079,0,0,0,1500.0,1500.0,1500.0,1000.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1000.0
