timestamp,roll,pitch,yaw,vx,vy,vz,rc1,rc2,rc3,rc4,x,y,z
1454924525.701657,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.721663,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.741669,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.761675,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.781681,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.801689,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.821695,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.841697,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.861701,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.881704,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.901728,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.921732,-0.0009873530361801386,0.010534625500440598,-0.02569512091577053,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.941736,-0.0011141053400933743,0.010830081067979336,-0.025728249922394753,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.961741,-0.0011141053400933743,0.010830081067979336,-0.025728249922394753,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924525.981747,-0.0011141053400933743,0.010830081067979336,-0.025728249922394753,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924526.001751,-0.0011141053400933743,0.010830081067979336,-0.025728249922394753,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924526.021758,-0.0011141053400933743,0.010830081067979336,-0.025728249922394753,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924526.041763,-0.0011141053400933743,0.010830081067979336,-0.025728249922394753,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924526.061769,-0.0011141053400933743,0.010830081067979336,-0.025728249922394753,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924526.081775,-0.0011141053400933743,0.010830081067979336,-0.025728249922394753,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924526.101906,-0.0011141053400933743,0.010830081067979336,-0.025728249922394753,-0.03,0.02,0.0,1500,1500,1000,1500,0,0,0
1454924526.121916,-0.00113745650742203,0.011198703199625015,-0.02599654719233513,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.141922,-0.00113745650742203,0.011198703199625015,-0.02599654719233513,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.161927,-0.00113745650742203,0.011198703199625015,-0.02599654719233513,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.181933,-0.00113745650742203,0.011198703199625015,-0.02599654719233513,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.201938,-0.00113745650742203,0.011198703199625015,-0.02599654719233513,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.221946,-0.00113745650742203,0.011198703199625015,-0.02599654719233513,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.24195,-0.00113745650742203,0.011198703199625015,-0.02599654719233513,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.261957,-0.00113745650742203,0.011198703199625015,-0.02599654719233513,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.281962,-0.00113745650742203,0.011198703199625015,-0.02599654719233513,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.301966,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.321972,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.341976,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.361979,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.381982,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.401988,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.421994,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.442001,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.462008,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.482015,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.50202,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.522023,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.542029,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.562037,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.582042,-0.0011427311692386866,0.012031369842588902,-0.02599945291876793,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.602085,-0.0011073700152337551,0.012469528242945671,-0.025742201134562492,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.622091,-0.0011073700152337551,0.012469528242945671,-0.025742201134562492,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.642098,-0.0011073700152337551,0.012469528242945671,-0.025742201134562492,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.662104,-0.0011073700152337551,0.012469528242945671,-0.025742201134562492,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.682404,-0.0011073700152337551,0.012469528242945671,-0.025742201134562492,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.70241,-0.0011073700152337551,0.012469528242945671,-0.025742201134562492,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.722416,-0.0011073700152337551,0.012469528242945671,-0.025742201134562492,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.742422,-0.0011073700152337551,0.012469528242945671,-0.025742201134562492,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.76243,-0.0011073700152337551,0.012469528242945671,-0.025742201134562492,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.782434,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.802441,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.822445,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.84245,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.862458,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.882461,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.902465,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.922471,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.942474,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.962478,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924526.982487,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.002502,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.022509,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.042515,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.062519,-0.0011843957472592592,0.012335960753262043,-0.02538292668759823,-0.04,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.082521,-0.001255529117770493,0.012462045066058636,-0.025104409083724022,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.102527,-0.001255529117770493,0.012462045066058636,-0.025104409083724022,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.122533,-0.001255529117770493,0.012462045066058636,-0.025104409083724022,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.142544,-0.001255529117770493,0.012462045066058636,-0.025104409083724022,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.16255,-0.001255529117770493,0.012462045066058636,-0.025104409083724022,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.182556,-0.001255529117770493,0.012462045066058636,-0.025104409083724022,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.202559,-0.001255529117770493,0.012462045066058636,-0.025104409083724022,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.222566,-0.001255529117770493,0.012462045066058636,-0.025104409083724022,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.242607,-0.001255529117770493,0.012462045066058636,-0.025104409083724022,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.262615,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.282621,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.302772,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.322788,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.342797,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.362801,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.382808,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.402814,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.422821,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.442827,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.462835,-0.0013325228355824947,0.012642298825085163,-0.02501867711544037,-0.05,0.03,0.0,1500,1500,1000,1500,0,0,0
1454924527.482838,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.502844,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.52285,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.542858,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.562863,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.582869,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.602874,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.622881,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.642888,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.662895,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.68291,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.702914,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.72292,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.742927,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.762935,-0.001397518441081047,0.01267248298972845,-0.02497861161828041,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.782991,-0.0014603579184040427,0.012514355592429638,-0.024905692785978317,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.802996,-0.0014603579184040427,0.012514355592429638,-0.024905692785978317,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.823002,-0.0014603579184040427,0.012514355592429638,-0.024905692785978317,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.843007,-0.0014603579184040427,0.012514355592429638,-0.024905692785978317,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.863013,-0.0014603579184040427,0.012514355592429638,-0.024905692785978317,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.883019,-0.0014603579184040427,0.012514355592429638,-0.024905692785978317,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.903025,-0.0014603579184040427,0.012514355592429638,-0.024905692785978317,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.923031,-0.0014603579184040427,0.012514355592429638,-0.024905692785978317,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.943037,-0.0014603579184040427,0.012514355592429638,-0.024905692785978317,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.963041,-0.0014603579184040427,0.012514355592429638,-0.024905692785978317,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924527.983046,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.003052,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.023059,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.043063,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.06307,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.083076,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.103089,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.123096,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.143104,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.16311,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.183117,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.203123,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.22313,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.243136,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.26314,-0.0014657757710665464,0.012483010068535805,-0.025004759430885315,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.283144,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.30315,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.323155,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.343159,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.363165,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.383171,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.403179,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.423184,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.443191,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.463196,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.483202,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.503207,-0.0011127132456749678,0.01232073362916708,-0.02505907416343689,-0.05,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.523215,-0.0005866196006536484,0.012063654139637947,-0.02524559758603573,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.54322,-0.0005866196006536484,0.012063654139637947,-0.02524559758603573,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.563227,-0.0005866196006536484,0.012063654139637947,-0.02524559758603573,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.583232,-0.0005866196006536484,0.012063654139637947,-0.02524559758603573,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.603239,-0.0005866196006536484,0.012063654139637947,-0.02524559758603573,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.623246,-0.0005866196006536484,0.012063654139637947,-0.02524559758603573,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.643253,-0.0005866196006536484,0.012063654139637947,-0.02524559758603573,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.663259,-0.0005866196006536484,0.012063654139637947,-0.02524559758603573,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.683265,-0.0005866196006536484,0.012063654139637947,-0.02524559758603573,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.703268,-0.00012936050188727677,0.012134161777794361,-0.025178728625178337,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
1454924528.723274,-0.00012936050188727677,0.012134161777794361,-0.025178728625178337,-0.06,0.04,0.0,1500,1500,1000,1500,0,0,0
