timestamp,Vroll,Vpitch,Vyaw,Proll,Ppitch,Pyaw,Pthrottle,x,y,z,Dx,Dy,Dz,Mroll,Mpitch,Myaw,Mode,Croll,Cpitch,Cyaw,Cthrottle,slx,sly,slz,slr,slp,sly,vel_x,vel_fx,vel_y,vel_fy,vel_z,vel_fz,NNslX,NNslY
1479902181.711433,0.4,0.2,230.0,1500.0,1500.0,1500.0,1000.0,-0.053813,-0.133969,0.072904,0.0,0.0,1.8,0.032577,0.094316,-0.060582,0.0,1500,1500,1500,1000,-0.058481,0.696472,0.041072,0.001035,0.48205,-0.006353,0.0005999999999999062,-0.00015866063506982613,-0.0009000000000009001,-0.000586703815264159,0.003599999999999437,0.0006381828494915957,1.1035978558941193,0.68390343774744033
1479902181.721442,0.4,0.2,230.0,1500.0,1500.0,1500.0,1000.0,-0.053806,-0.133961,0.072921,0.0,0.0,1.8,0.031933,0.094432,-0.060243,0.0,1500,1500,1500,1000,-0.058478,0.696427,0.041058,0.000789,0.4821,-0.005862,0.0007000000000000062,1.3071491944140342e-05,0.0008000000000008001,-0.00030936305221116714,0.0017000000000003124,0.000850546279593339,1.1035972181238745,0.68389951914449876
1479902181.731434,0.4,0.2,231.0,1500.0,1500.0,1500.0,1000.0,-0.053804,-0.133968,0.072946,0.0,0.0,1.8,0.032557,0.094505,-0.060558,0.0,1500,1500,1500,1000,-0.058496,0.696451,0.04106,0.000906,0.482104,-0.006166,0.00020000000000020002,5.045719355535228e-05,-0.0007000000000007001,-0.00038749044176907373,0.0024999999999997247,0.0011804370236746162,1.1040227623409131,0.68278068382445556
1479902181.741441,0.4,0.2,231.0,1500.0,1500.0,1500.0,1000.0,-0.053799,-0.133976,0.072914,0.0,0.0,1.8,0.032554,0.094565,-0.060479,0.0,1500,1500,1500,1000,-0.058479,0.696444,0.041051,0.000419,0.482118,-0.006231,0.0004999999999998062,0.00014036575484424306,-0.0008000000000008001,-0.000469992353415419,-0.003199999999999037,0.00030434961893988544,1.1040180869841092,0.68278590168085973
1479902181.752039,0.4,0.2,231.0,1500.0,1500.0,1500.0,1000.0,-0.053813,-0.133972,0.072906,0.0,0.0,1.8,0.034476,0.093356,-0.060208,0.0,1500,1500,1500,1000,-0.058465,0.696453,0.041055,0.000504,0.482248,-0.006092,-0.0014000000000000123,-0.00016770739612460798,0.00040000000000040004,-0.0002959938827322552,-0.0008000000000008001,8.347969515174833e-05,1.1040203340229857,0.68279028502867112
1479902181.761513,0.4,0.2,231.0,1500.0,1500.0,1500.0,1000.0,-0.053819,-0.133958,0.072844,0.0,0.0,1.8,0.031257,0.093373,-0.060337,0.0,1500,1500,1500,1000,-0.058462,0.69645,0.041058,0.000328,0.482197,-0.006293,-0.0005999999999999062,-0.0002541659168996676,0.0014000000000014001,4.320489381447586e-05,-0.006199999999999262,-0.0011732162438784538,1.1040117738641395,0.68280602942268098
1479902181.771527,0.4,0.2,231.0,1500.0,1500.0,1500.0,1000.0,-0.05382,-0.133925,0.072869,0.0,0.0,1.8,0.032376,0.094453,-0.060496,0.0,1500,1500,1500,1000,-0.058481,0.696453,0.04109,0.001048,0.482533,-0.006073,-0.00010000000000010001,-0.0002233327335197541,0.0033000000000005247,0.0006945639150516855,0.0024999999999997247,-0.0004385729951028181,1.1040111697476618,0.68280431640156314
1479902181.781508,0.4,0.2,231.0,1500.0,1500.0,1500.0,1000.0,-0.053792,-0.133965,0.072915,0.0,0.0,1.8,0.031919,0.094318,-0.060304,0.0,1500,1500,1500,1000,-0.058461,0.696449,0.04107,0.000278,0.48235,-0.006486,0.0028000000000000247,0.0003813338131842017,-0.004000000000001225,-0.0002443488679588966,0.004599999999999049,0.0005691416039175554,1.1040148765945905,0.68278572852787733
1479902181.791486,0.4,0.2,232.0,1500.0,1500.0,1500.0,1000.0,-0.053798,-0.133979,0.072932,0.0,0.0,1.8,0.032873,0.094026,-0.060402,0.0,1500,1500,1500,1000,-0.058462,0.696443,0.041054,0.000273,0.482461,-0.006453,-0.0005999999999999062,0.00018506705054738013,-0.0013999999999986246,-0.0004754790943668422,0.0017000000000003124,0.0007953132831341068,1.1044225047466907,0.68168088084662659
1479902181.801477,0.4,0.2,232.0,1500.0,1500.0,1500.0,1000.0,-0.053805,-0.134006,0.072929,0.0,0.0,1.8,0.032684,0.094605,-0.060542,0.0,1500,1500,1500,1000,-0.058484,0.696443,0.041055,0.000436,0.482307,-0.005729,-0.0007000000000000062,8.053640437902877e-06,-0.0026999999999999247,-0.0009203832754934588,-0.0003000000000003,0.0005762506265072255,1.1044275420993415,0.68167982124718851
