timestamp,Vroll,Vpitch,Vyaw,Proll,Ppitch,Pyaw,Pthrottle,x,y,z,Dx,Dy,Dz,Mroll,Mpitch,Myaw,Mode,Croll,Cpitch,Cyaw,Cthrottle,slx,sly,slz,slr,slp,sly,vel_x,vel_fx,vel_y,vel_fy,vel_z,vel_fz
1478703673.855729,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.86619,0.015348,0.069395,0.0,0.0,1.7,0.026534,0.07997,-0.117313,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,0.004100000000006876,0.000672645799549217,-0.003500000000000031,-0.00032764156737845253,0.0023999999999996247,0.000664474327765312
1478703673.865717,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.866169,0.015371,0.069348,0.0,0.0,1.7,0.02621,0.079619,-0.11715,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,-0.0021000000000048757,0.00011811663963839838,0.0022999999999998716,0.00019788674609721231,-0.004699999999999149,-0.00040842053778758036
1478703673.875734,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.866182,0.015368,0.069372,0.0,0.0,1.7,0.026239,0.080145,-0.116836,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,0.0013000000000040757,0.00035449331171153386,-0.0002999999999999531,9.830939687777924e-05,0.0023999999999996247,0.00015326356976986069
1478703673.885748,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.866147,0.015385,0.069371,0.0,0.0,1.7,0.026583,0.079767,-0.117203,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,-0.0035000000000007248,-0.00041640535063091786,0.0016999999999999654,0.0004186475175022165,-0.00010000000000010001,0.00010261085581586855
1478703673.895432,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.866184,0.01537,0.069339,0.0,0.0,1.7,0.026583,0.079767,-0.117203,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,0.0036999999999953737,0.00040687571949434053,-0.0014999999999999389,3.49180140017854e-05,-0.0032000000000004247,-0.0005579113153473901
1478703673.905934,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.866184,0.01537,0.069339,0.0,0.0,1.7,0.026744,0.080272,-0.11709,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,0.0,0.00032550057559547243,0.0,2.7934411201428323e-05,0.0,-0.0004463290522779121
1478703673.915746,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.866188,0.015342,0.069349,0.0,0.0,1.7,0.025811,0.079884,-0.117388,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,0.00040000000000040004,0.00034040046047645794,-0.0028000000000000247,-0.0005376524710388622,0.0009999999999996123,-0.00015706324182240724
1478703673.925452,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.86612,0.015385,0.069371,0.0,0.0,1.7,0.025811,0.079884,-0.117388,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,-0.006799999999995698,-0.0010876796316179732,0.004299999999999964,0.00042987802316890285,0.0022000000000008124,0.0003143494065422368
1478703673.935434,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.86612,0.015385,0.069371,0.0,0.0,1.7,0.025811,0.079884,-0.117388,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,0.0,-0.0008701437052943785,0.0,0.0003439024185351223,0.0,0.00025147952523378944
1478703673.945437,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.86612,0.015385,0.069371,0.0,0.0,1.7,0.025811,0.079884,-0.117388,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,0.0,-0.0006961149642355028,0.0,0.0002751219348280978,0.0,0.00020118362018703155
1478703673.955433,-0.9,-1.8,299.0,1500.0,1500.0,1500.0,1000.0,0.86612,0.015385,0.069371,0.0,0.0,1.7,0.025811,0.079884,-0.117388,0.0,1500,1500,1500,1000,-0.092019,0.118089,-1.656904,-0.002448,-0.048596,0.073684,0.0,-0.0005568919713884022,0.0,0.00022009754786247825,0.0,0.00016094689614962524
